state_name_x,city_name,place,description,state_name_y,best_time,ideal_duration
Tamil Nadu,Tirunelveli, Kattabomman Memorial Fort ," Kattabomman Memorial Fort was built in the honour of Kattabomman, an 18th-century chieftain who didnêt accept the predominance of the British East India Company and waged a war against them. He was awarded a server death penalty after he was captured. The memorial stands at the site where he was hanged to death and is considered a shrine by the locals. ",,,
Tamil Nadu,Tirunelveli, Krishnapuram Anjaneyar Temple ," Located amidst lush green paddy fields, Krishnapuram Anjaneyar Temple is dedicated to Lord Hanuman. It is associated with the legend of Ramayana and other legends of Lord Hanuman. Devotees throng in large numbers to perform poojas for the deity who is believed to relieve on of all the obstacles and keep the devotees safe. ",,,
Tamil Nadu,Tirunelveli, Sivasailam Temple ," Located in the Western Ghats and surrounded by Siver Hill, Sivasailam Temple is a beautiful temple dedicated to Lord Shiva. The Shivalinga is believed to appear from a rock on the hill after it was flooded with milk by several cows. Hence, the deity is called Sivasailanathar. The ancient temple architecture also draws visitors every year. ",,,
Tamil Nadu,Tirunelveli, Suyambulingaswamy Temple , Suyambulingaswamy Temple is dedicated to Lord Shiva and is a religiously important shrine in the region. The temple is located in a serene place amidst tall green trees and close to the seashore. It is believed to be highly beneficial to take a bath in the sacred spring before offering prayers to the deity. ,,,
Tamil Nadu,Tirunelveli, Karaiyar Dam ," Karaiyar Dam was built for power generation and to meet the water requirements for irrigation. Also called as the Papanasam Dam, it is built on River Thabirabarani. The Gravity Dam stands 44 metres tall and has a length of 227 metres and the power plant generates a total capacity of 32 MW. ",,,
Tamil Nadu,Tirunelveli, Shivamathungai Falls , Shivamathungai Falls is a stunning waterfall in the region which is also considered as one of the main falls of Courtalam. The waterfall is surrounded by dense vegetation and is a perfect attraction to visit during the monsoons. ,,,
Tamil Nadu,Tirunelveli, Thirupudaimaruthur Temple , Thirupudaimaruthur Temple is one of the oldest temples in the regions. The picturesque location at the confluence of the Gadana and Thamirabarani rivers make it a beautiful attraction. The temple was built in 650 BCE by King Maravarman. ,,,
Tamil Nadu,Tirunelveli, Shenbaga Devi Amman Temple ," Shenbaga Devi Amman Temple is dedicated to Goddess Shenbaga, an incarnation of Goddess Durga. The temple is located in the natural terrain of the region covered in dense forests with the main waterfalls of Courtalam gushing nearby through the forest. The divine vibe of the presiding deity draws devotees every day. ",,,
Tamil Nadu,Tirunelveli, Srivaikuntam ," Located on the banks of River Tamirabarani, Srivaikuntam is a scenic panchayat famous for its temples and rich culture. The ancient Srivaikuntam Perumal Temple in the town is a famous attraction dedicated to Lord Vishnu who is said to have slain a demon at the location. ",,,
Tamil Nadu,Tirunelveli, Tenkasi ," Tenkasi is famous for its temple which is believed to be built by a Pandyan King, King Arikeari Parakrama after Lord Vishwanatha appeared in his dream and instructed him to do so. The temple architecture has several inscriptions and carvings of mythological figures. ",,,
Tamil Nadu,Tirunelveli, Ambasamudram ," Located on the foothills of the Western Ghats, Ambasamudram is a taluk in the region famous for the ancient Kasibanathaswamy and Lrishnaswamy Temples dedicated to Lord Shiva and Lord Vishnu respectively. ",,,
Tamil Nadu,Tirunelveli, Nanguneri ," Nanguneri is a little town famous for the Todari Mutt, a Vaishnavite temple, where it is believed that Lord Vishnu appeared in front of Indra, Brahma and Bhrigu Muni. The panchayat town is one of the Divya Desams. It is a religiously important location as it is also a Swayamvyakta Kshetra. ",,,
Tamil Nadu,Tirunelveli, Sengottai ," Named after the fort at the entrance of the town, Sengottai is an attraction famous for its rich culture. An independence activist, Vanchinathan, from Sengottai had shot the then Collector, Robert William dêEscourt Ashe and later committed suicide to escape the arrest. The place, thus, also has historic significance in the region.  ",,,
Tamil Nadu,Tirunelveli, Manjolai ," Manjolai is a beautiful hill station located in the Kalakad Mundanthurai Tiger Reserve. The hill station is famous for tea plantations, the Manimuthur Dam and the Manimuthur waterfalls surrounded by natural surroundings making it a perfect attraction for nature lovers. ",,,
Tamil Nadu,Tirunelveli, Manimuthar Dam ," Manimuthar Dam is an engineering marvel that was built in 1958 to prevent the rainwater from entering the Bay of Bengal and using it for irrigation purposes. The 5,500 million cubic feet dam has 7 chute spillways and can hold water up to 120 feet. ",,,
Tamil Nadu,Tirunelveli, Government Archaeological Museum ," Established in 1992, Government Archaeological Museum has an interesting collection of archaeological, historical, zoological, botanical samples and artefacts found the surrounding regions. A gigantic Tyrannosaurus Rex made of fibreglass is a must-see at the museum. ",,,
Tamil Nadu,Tirunelveli, District Science Centre ," District Science Centre has a Science Park and Gallery for the Teasures from the Ocean. The centre was opened in 1987 and is a popular attraction amongst nature lovers and technology enthusiasts. The place is actively involved in Workshops, Training and Science Camps to supplement the education in science in schools and colleges. ",,,
Tamil Nadu,Thiruvannamalai, Gingee Fort ," Also known as the Chenji Fort, this is an ancient structure last modified in the 13th century by the Vijayanagara Emperors. Called the 'Troy of the East' by the British, this fort has impressed many by its strength and architecture. ",,,
Tamil Nadu,Thiruvannamalai, Sathanur Dam ," Sathanur Dam is a stunning engineering marvel built over River Thenpennai (River Pennaiyar). The structure consists of pleasant parks, a fish grotto and a huge crocodile farm. The site is strikingly beautiful during the monsoons. ",,,
Tamil Nadu,Thiruvannamalai, Annamalaiyar Temple , Annamalaiyar Temple is a breathtaking temple complex dedicated to Lord Shiva. There are numerous intricately adorned shrines and halls within the entire temple complex which is also considered as one of the largest temple complexes in India.  ,,,
Tamil Nadu,Thiruvannamalai, Ramana Ashram , It is located at the foothills of Aruchana hills and people from all over the world visit the place to relax and refresh themselves from the maddening crowd of the city. ,,,
Tamil Nadu,Thiruvannamalai, Virupaksha Cave ," This unique cave aashram is in the shape of the Hindu symbol OM. The cave is situated atop a small peak in the Arunachala Hill, nearly 200 feet below the Skandasram cave. ",,,
Tamil Nadu,Thiruvannamalai, Tiruamalai ," On the outskirts of the town, lies this beautiful temple complex which has four Jain temples, 3 Jain caves. It also houses a 16 feet tall statue of Mahavira erected in 12th century AD and is the tallest Jain statue in India. ",,,
Tamil Nadu,Thiruvannamalai, Mamara Guhai ," Literally translated, Mamara Guhai means the 'Tree Caves'. This is a religious spot in the hilly terrain of Thiruvannamalai. It is believed that this is the cave where the mystic saint Sri Ramana Maharishi carried out penances and meditation for six years. ",,,
Tamil Nadu,Thiruvannamalai, Skandashramam ," Close to the Arunachaleshwar temple and the Ramana Ashram, this is one of the caves where the saint Ramana spent his period of stay in Thiruvannamalai. In order to reach this destination, one needs to trek a long way. The view from the top is definitely worth it. ",,,
Tamil Nadu,Thiruvannamalai, Seshadri Swamigal Ashram ," Located near Ramana Aashram, this aashram has a history of its own! Mahan Sri Seshadri Swamigal was a 20th century saint who had displayed majestic powers. ",,,
Tamil Nadu,Dhanushkodi, Dhanushkodi Beach ," The Dhanushkodi Beach is one of the few major attractions this quaint town has to offer. The white sand beach is mostly deserted. So you can enjoy a silent walk on the beach, without worrying about disturbances from a large crowd of beach goers. ",,,
Tamil Nadu,Dhanushkodi, Gulf of Mannar Marine National Park ," The Gulf of Mannar Marine National Park is one of the few Marine National Parks in the country. The park consists of 21 islands along with estuaries, mudflats, beaches and forests. ",,,
Tamil Nadu,Dhanushkodi, Adam's Bridge ," Adam's Bridge, a natural bridge than connects India with its neighbouring country Sri Lanka is set amid a gorgeous setting of raw nature that can leave anyone awe inspired by its beauty.  ",,,
Tamil Nadu,Dhanushkodi, Pamban island ," Located about 20 km away from Dhanushkodi, this island is another called the Pamban Island. The deep blue sea island is yet another spectacle and is considered as one of the most beautiful islands in the region. Travelers can go there by crossing the Pamban Bridge. ",,,
Tamil Nadu,Dhanushkodi, Church and Station Ruins ," Before the cyclone hit Dhanushkodi, back in 1964, there was a railway station and church close to the shore. They got destroyed in the cyclone, but their remnants survive and are simply fascinating. ",,,
Tamil Nadu,Dhanushkodi, Ramar Patham temple ," About 20 km away from Dhanushkodi is the Ramar Patham Temple. The temple is believed to have foot prints of Lord Ram Himself, on a stone. It is believed that it is at this place, Lord Hanuman told Lord Ram that he had found Goddess Sita in Sri Lanka. ",,,
Tamil Nadu,Velankanni, Velankanni Church ," Located on the sandy shores of Bay of Bengal, Velankanni Church is considered as one of the holiest Christian pilgrimage destination in India.  Declared as the holy city by the Pope, it draws devotees in large number from all over the world.  ",,,
Tamil Nadu,Velankanni, Velankanni Beach , Vellankani Beach is one of the most scenic beaches on the Eastern coast of India. The Church of Our Lady of Health is located very close to the beach which makes it a pilgrim hotspot. Vellankani has a history of religion and culture. It was a trading port for Rome and Greece only to lose its importance to its neighbor Nagapattinam later. It is one of the most visited pilgrim destinations in Southern India. ,,,
Tamil Nadu,Velankanni, Velankanni Church Museum , The museum is a building adjacent the Church. This museum was built to house the offerings which the devotees presented to the mother as a token of gratitude for the bountiful blessings they received. ,,,
Tamil Nadu,Velankanni, Nagapattinam , The district came into existence in the year 1991 with its headquarter in Nagapattinam city. Its long stretch of beach runs along the Bay of Bengal for 188km. ,,,
