city_name,name,description
Chennai, 21. Shirdi Sai Baba Temple , Shirdi Sai Baba temple in Chennai is among the most visited and respected places of worship In Tamil Nadu as well as India. Sai Baba is recognised as one of those spiritual reformers who does not have ties to any particular god of any religion but is a figure of worship himself. So there are no religious restrictions imposed upon those who visit the temple. 
Chennai, 22. Nettukuppam , Nettukuppam is the northernmost tip of Chennai and has a beach which is yet not tarnished by encroaching crowds. It is a solitary retreat for those who seek to enjoy the raging sea up close but in a peaceful environment. The place is an ideal place to spend quiet time as it is still not on the radar of the maddening tourist crowd. 
Chennai, 23. Prakasam Salai ," Built in 1795,a milestone in the history of Chennai, located Opposite Parry's Corner, Prakasam Salai is an impressive stylish building in Indo-Saracenic style with eminence in red bricks. "
Chennai, 24. Thousand Lights Mosque ," The Thousand Lights Mosque of Royapettah, Chennai is among the most esteemed mosques of the city as well as the state of Tamil Nadu. Built in the early 19th century by the Wallajah family of the Carnatic rulers, it is till date a popular gathering place for the daily prayers and festive occasions like Muharram.  "
Chennai, 25. Fort St. George ," The origin of the great white structure of Fort St. George is inextricable from the history of the city of Chennai itself. Popularly called the 'White Town', the sole purpose of establishing the massive fort compound was to build a British stronghold in the Coromandel Coast and the rest of south India.  "
Chennai, 26. Chennai Sangamam ," The Chennai Sangamam, a large open Tamil festival, also coincides with the Pongal season. It is organized in various open locations like beaches, parks etc and showcase traditional folk events, martial arts and classical dance, to name a few. In addition the festival brings together the best that South Indian cuisine has to offer – from tasty panirayams to the traditional pongal. 
 "
Chennai, 27. Royapuram Fishing Harbour ," Under the administration of Chennai Port Trust, Royapuram Fishing Harbour is one of the most popular fishing grounds in Chennai. Located in a region which is famous for seafood, this harbour surely has its name among the busiest fishing hubs of Tamil Nadu.  "
Chennai, 28. Santhome Church ," San Thome Church is among the only three in the world that house the tombs of one of Christ's original disciples. If you visit this church, you will be stepping into a historical tale that will take you back a couple of centuries. The museum inside displays souvenirs of the great saint and his legend. "
Chennai, 29. Kapaleeswarar Temple ," Kapaleeswarar Temple is a holy shrine of Shiva in Mylapore, Chennai. A visit to this temple will be an experience enriched with a glimpse into Tamil religious culture and the lovely architectural combination of the two styles – Dravidian and Vijaynagari, complete with towering Gopurams.  "
Chennai, 30. Mylapore ," Mylapore is one of the oldest and culturally enriched neighbourhoods, located in the southern part of Chennai. It is very much traditionalist to its core and boasts many temples, churches and historical monuments.  "
Chennai, 31. Express Avenue ," Express Avenue is a mall in Royapettah of Chennai owned, developed and promoted by Express Infrastructure. The premise includes commercial and hospitality sectors as well. E Hotel is the name of the 4-star boutique luxury-lodging, which caters to the guests all year long with its 44 room capacity. But the mall is the main attraction of the place.  "
Chennai, 32. Vadapalani Murugan Temple ," Vadapalani Murugan Temple is one of the most popular temples dedicated to Lord Murugan. Located in Vadapalani, Chennai, the temple is known for helping devotees finding solutions to life's problems. It is also believed that worshipping Lord Murugan here is as pious as praying to him at the original Palani temple. "
Chennai, 33. T Nagar ," T Nagar is one of the busiest neighbourhoods in Chennai, and also the most crowded one. It serves as a commercial and economic hub, as well as a residential area. It does not have many attractions, but you will come across a plethora of retail shops lined up on every main road and arterial streets.  "
Chennai, 34. Parthasarathy Temple ," Parthasarathy Temple, located in Triplicane area of Chennai, is a structure more than 1000 years old, standing in the heart of the bustling city. Dedicated to different avatars of Lord Vishnu within the many shrines of the temple, it attracts thousands of Vaishanvite followers from all across the country.  "
Chennai, 35. Parasailing in Chennai ," If you think the city of Chennai is all about glitzy temples and serene beaches, look deeper cause the uber city is home to one of the most adventurous sports of all times - Parasailing. Unlike several other water sports, this one is not for the faint hearted. It allows you to sail above the water with a safely harnessed parachute tied to your back.  "
Chennai, 36. Scuba Diving in Chennai , Chennai could get quite hot in the summer and beating the heat would be the top priority in summers. Then why not dive into the Bay of Bengal somewhere off the coast of Chennai. Discovering a totally different world under the surface of the sea and cooling yourself at the same time is the best deal about Chennai. 
Chennai, 37. Camping in Chennai ," Surrounded by a number of hills around it, Chennai neighbours to some amazing places that offer nearness to Nature. Every soul in any metro city craves for something new every now and then, and Chennai doesn’t lack in fulfilling this need for its people. There are a number of places to camp in Chennai for a twist out of the normal. One can never run out of places to get closer to something natural.  "
Chennai, 38. Paragliding In Chennai ," It is commonly misunderstood about Chennai that it is only about glitzy temples, serene beaches and conservative people, but that's not completely true, look deeper. The people here have the provision of getting in the sky and sailing smoothly over the hills like Eagles.  "
Chennai, 39. Surfing In Chennai , Getting in the water and riding the waves on a surfboard is not a thing that everyone can do. But some hours of practice can make that joy possible. There are a number of surfing schools that offer courses and help you tame the waves under your feet. 
Chennai, 40. Paintball In Chennai ," If you are into playing combat games but all the games lack the touch of reality and the feeling of getting hit, then Paintball is for you. Chennai has a bunch of such Arenas to help you get in action. Get outdoors, get some Paintball Guns in your hand and challenge your friends to some real action. Keep your skills on the check and your friends in sight; you never know when you might get hit. "
Chennai, 41. Rock climbing In Chennai ," The fitness aspect for the people of Chennai has been taken up by Rock Climbing and Bouldering, rather than regular gyms. Climbing is the coolest way of being fit as well as getting a regular dose of adrenaline. But Rock Climbing doesn’t mean you put yourself under the raging sun all the time! You can opt for Indoor Climbing too and get into the daily chores after the session. "
Chennai, 42. Jungle Safari In Chennai , The tropical climate of Chennai has blessed the land with ample amount of lush greenery and equally rich wildlife. Safari in Chennai’s wildlife parks award the visitors with some amazing experiences around our neighbours of nature. Interacting with the wild animals makes us realize the true nature of wilderness. There’s a lot to learn and understand from animals. 
Chennai, 43. Boating in Chennai ," Having the advantage of being a coastal city, Chennai also has a number of lakes and thus opening up the waters for water sports. Boating in Chennai was not so well flourished earlier, but recently the bay of Chennai has been witnessing a decent increase in the number of yachts and boats. Sailing has a charm that can fit any occasion, let that be a romantic boathouse date or a casual hangout with friends on a yacht, an exciting racing event of sails and rowboats or just a fun race of pedal boats between family and friends. Boating is for everyone. "
Chennai, 44. Anjaneyar Temple Nanganallur ," Viswaroopa Adhivyadhihara Sri Bhaktha Anjaneyaswami Temple is located around 10 kilometres away from the heart of the city, in a locality called Nanganallur. Commonly called the Anjaneya Temple in short, it gets its name from its principal deity, Lord Hanuman. The most important aspect of the temple is its 32 feet idol.  "
